"176","19","hon","0"
"177","19","hom","0"
"178","19","habm/habn","0"
"179","19","hei","0"
"180","19","hai","0"
"181","19","hei(n)","0"
"182","19","hei(mer)","0"
"183","19","hei(wer)","0"
"184","19","hiim","0"
"185","19","hum","0"
"186","19","han","0"
"187","19","hant","0"
"188","19","hebb","0"
"189","20","fuffzehn","0"
"190","20","fuffzeh","0"
"191","20","fünfzehn/füfzäh","0"
"192","20","fuchzehn","0"
"193","21","Federmappe (-mäppchen/-mapperl)","0"
"194","21","(Schul)-Etui","0"
"195","21","Federpennal","0"
"196","21","Federtasche","0"
"197","21","Mäppchen/Mäpple","0"
"198","21","Federschachtel","0"
"199","21","Federkästchen","0"
"200","22","das","0"
"201","22","des","0"
"202","22","dees","0"
"203","22","dat","0"
"204","22","det/dit","0"
"205","22","dis","0"
"206","22","dos","0"
"207","22","dös","0"
"208","22","deis","0"
"209","22","sell","0"
"210","23","Kanten","0"
"211","23","Kante","0"
"212","23","Anschnitt","0"
"213","23","Anhau","0"
"214","23","Kipf","0"
"215","23","Kipfel","0"
"216","23","Ranft","0"
"217","23","Ränftchen","0"
"218","23","Raftl","0"
"219","23","Rankl","0"
"220","23","Rämpftla o.Ä.","0"
"221","23","Knorze","0"
"222","23","der Knorze(n)","0"
"223","23","Knörzchen","0"
"224","23","Knust","0"
"225","23","Knüstchen","0"
"226","23","Knietzchen","0"
"227","23","Kniesje","0"
"228","23","Knäuschen","0"
"229","23","Knäusle","0"
"230","23","Knerzel","0"
"231","23","Knetzla","0"
"232","23","Knerzje","0"
"233","23","Scherz","0"
"234","23","Scherzel","0"
"235","23","Scherzerl","0"
"236","23","Zipfel","0"
"237","23","Kruste","0"
"238","23","Krust","0"
"239","23","Krüstchen","0"
"240","23","Kirschte","0"
"241","23","Kierschtsche","0"
"242","23","Korscht","0"
"243","23","Kuuscht","0"
"244","23","Kürstchen","0"
"245","23","Knäppchen/Knäppke(n)","0"
"246","23","Knippchen","0"
"247","23","s Knippel","0"
"248","23","Murggel/Mürggel/Mürggu","0"
"249","23","Mirggel","0"
"250","23","Muger","0"
"251","23","Mutsch","0"
"252","23","Küppchen/Küppla","0"
"253","23","Küpple","0"
"254","23","Köppla","0"
"255","23","des Kübbele","0"
"256","23","Reifle","0"
"257","23","Riebele","0"
